Name,Position,Appearances,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Own goals,Last man tackles,Clearances off line
Lewis Gordon,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Daniel Gore,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lewis Grabban,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Hubert Graczyk,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Lee Grant,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Demarai Gray,Forward,33,4,0.12,0,4,0,2,0,59,24,41%,0,5,1,658,19.94,5,173,,,,3,0,24,13,33,,20,13,15,4,,,,,,,,,,,,,,,,,,,,
Jack Grealish,Midfielder,28,5,0.18,1,3,1,0,0,41,16,39%,2,2,7,989,35.32,12,53,23%,6,22,4,0,27,3,25,64%,12,7,7,1,110,162,109,45,14,17,0,,,,,,,,,,,,,
Ben Greenwood,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Seán Grehan,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Harvey Griffiths,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Pascal Groß,Midfielder,37,9,0.24,0,5,4,0,0,39,19,49%,0,3,8,"2,027",54.78,16,224,24%,9,74,7,0,35,10,59,64%,13,13,18,8,140,104,131,17,10,36,0,,,,,,,,,,,,,
Vicente Guaita,Goalkeeper,27,0,,,,,,,,,,,,0,701,25.96,,,,,151,1,0,1,,,,,,,,,,,,,,0,85,0,17,25,6,11,140,206,6,34,0,,
Marc Guéhi,Defender,37,1,,0,1,0,,,,,,0,,0,"2,201",59.49,1,0,0%,3,152,8,0,24,0,52,52%,3,45,132,61,241,160,93,14,54,43,1,,,,,,,,,8,46,1,2,0
Idrissa Gueye,Midfielder,33,0,0.00,0,0,0,0,0,15,6,40%,0,0,1,"1,209",36.64,1,10,0%,1,37,7,0,43,0,97,59%,2,56,31,16,266,193,123,19,27,22,3,,,,,,,,,,,,,
Frédéric Guilbert,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ilkay Gündogan,Midfielder,31,8,0.26,0,6,2,0,1,54,20,37%,3,9,4,"1,540",49.68,6,30,33%,18,60,0,0,23,6,30,60%,13,20,12,4,155,90,103,16,20,12,0,,,,,,,,,,,,,
Patrik Gunnarsson,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Gustavo Scarpa,Midfielder,6,0,0.00,0,0,0,0,0,6,1,17%,0,0,0,71,11.83,0,4,0%,0,8,1,0,4,0,5,60%,4,0,2,0,12,15,11,1,1,2,0,,,,,,,,,,,,,
Malo Gusto,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Darko Gyabi,Midfielder,1,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,4,4.00,0,0,0%,0,0,0,0,0,0,2,100%,1,0,0,0,3,3,0,0,0,0,0,,,,,,,,,,,,,
Erling Haaland,Forward,35,36,1.03,7,6,23,7,0,123,60,49%,5,28,8,480,13.71,11,12,,,,5,0,31,8,3,,16,3,14,10,,,,,,,,,,,,,,,,,,,,
Lewis Hall,Defender,9,0,,0,0,0,,,,,,0,,0,355,39.44,5,34,35%,0,24,1,0,3,1,23,52%,2,11,10,5,48,52,35,11,7,5,0,,,,,,,,,0,11,0,0,0
Oliver Hammond,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Reece Hannam,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Isak Hansen-Aaröen,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Riley Harbottle,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Björn Hardley,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Luke Harris,Midfielder,3,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,13,4.33,0,1,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
Jack Harrison,Forward,36,5,0.14,0,2,3,0,0,39,14,36%,1,4,7,933,25.92,9,186,25%,4,24,2,0,38,3,41,41%,12,22,22,7,174,131,239,48,5,42,0,,,,,,,,,,,,,
Taylor Harwood-Bellis,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Kortney Hause,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Kai Havertz,Midfielder,35,7,0.20,3,0,4,1,0,71,33,46%,1,14,1,868,24.80,5,14,21%,2,14,5,0,60,28,34,47%,9,7,39,32,81,156,208,18,79,61,0,,,,,,,,,,,,,
Isaac Hayden,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Max Haygarth,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tom Heaton,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Michael Hector,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Krisztián Hegyi,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Karl Hein,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Hélder Costa,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Jordan Henderson,Midfielder,35,0,0.00,0,0,0,0,0,23,6,26%,2,0,2,"1,545",44.14,7,45,33%,9,80,2,0,18,3,32,72%,5,21,12,9,163,64,65,12,11,10,1,,,,,,,,,,,,,
Jeff Hendrick,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Wayne Hennessey,Goalkeeper,4,0,,,,,,,,,,,,0,84,21.00,,,,,24,0,0,0,,,,,,,,,,,,,,0,9,0,1,0,0,1,13,25,0,5,0,,
Rico Henry,Defender,37,0,,0,0,0,,,,,,0,,2,973,26.30,5,87,28%,4,42,4,0,32,2,57,54%,11,30,69,34,197,161,166,26,40,56,0,,,,,,,,,9,46,0,0,1
Yangel Herrera,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Aaron Hickey,Defender,26,0,,0,0,0,,,,,,0,,1,727,27.96,1,27,15%,2,27,7,0,20,1,38,68%,4,17,21,15,111,104,85,17,14,22,0,,,,,,,,,1,30,0,0,0
James Hill,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
James Hillson,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Jack Hinchy,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jack Hinshelwood,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,1,0%,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
George Hirst,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Leo Hjelde,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Joe Hodge,Midfielder,6,0,0.00,0,0,0,0,0,2,0,0%,0,0,0,95,15.83,0,1,0%,0,3,1,0,2,0,5,40%,1,0,2,0,13,7,7,0,1,2,0,,,,,,,,,,,,,
Ki-Jana Hoever,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Rob Holding,Defender,14,1,,0,1,0,,,,,,0,,0,438,31.29,0,0,0%,1,21,0,0,5,0,8,63%,2,3,26,13,40,33,25,1,22,17,0,,,,,,,,,0,13,0,1,0
Mason Holgate,Defender,8,0,,0,0,0,,,,,,0,,0,196,24.50,0,2,50%,1,15,1,1,9,0,11,64%,2,7,26,11,23,27,26,3,9,10,0,,,,,,,,,0,9,0,0,0
Ethan Horvath,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Conor Hourihane,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Callum Hudson-Odoi,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Will Hughes,Midfielder,27,1,0.04,0,0,0,0,0,6,4,67%,0,1,1,357,13.22,1,12,17%,1,9,4,0,19,0,29,55%,2,16,8,5,66,44,53,3,5,13,0,,,,,,,,,,,,,
Joe Hugill,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Hugo Bueno,Defender,21,0,,0,0,0,,,,,,0,,1,503,23.95,1,60,32%,0,6,1,0,7,1,33,48%,2,10,30,14,90,64,65,14,10,17,0,,,,,,,,,0,29,0,0,1
Bashir Humphreys,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Omari Hutchinson,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,11,11.00,0,2,0%,0,0,0,0,0,0,0,0%,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,
Hwang Hee-Chan,Forward,27,3,0.11,0,2,1,0,0,18,7,39%,0,0,1,264,9.78,1,10,,,,1,0,20,1,20,,5,5,4,3,,,,,,,,,,,,,,,,,,,,
Hwang Ui-Jo,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Pierre-Emile Højbjerg,Midfielder,35,4,0.11,0,4,0,0,0,33,9,27%,1,0,5,"2,256",64.46,5,15,47%,10,156,5,0,38,1,56,54%,9,49,58,28,245,150,132,31,27,8,0,,,,,,,,,,,,,
Bradley Ibrahim,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kelechi Iheanacho,Forward,28,5,0.18,1,0,4,1,0,39,14,36%,2,6,5,305,10.89,7,6,,,,0,0,18,12,7,,6,0,8,5,,,,,,,,,,,,,,,,,,,,
Danny Ings,Forward,35,8,0.23,0,6,2,2,0,42,18,43%,0,6,2,306,8.74,2,4,,,,4,0,16,14,19,,11,4,15,11,,,,,,,,,,,,,,,,,,,,
Nicolas Ioannou,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Tim Iroegbunam,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alexander Isak,Forward,22,10,0.45,2,8,0,2,0,51,25,49%,1,5,1,352,16.00,2,7,,,,3,0,19,5,18,,18,4,8,4,,,,,,,,,,,,,,,,,,,,
Ivan Cavaleiro,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Daniel Iversen,Goalkeeper,12,0,,,,,,,,,,,,0,326,27.17,,,,,46,0,0,0,,,,,,,,,,,,,,0,38,0,3,12,3,4,49,114,1,22,1,,
Alex Iwobi,Forward,38,2,0.05,0,2,0,0,0,42,15,36%,1,3,7,"1,392",36.63,8,104,,,,2,0,19,4,69,,12,25,28,11,,,,,,,,,,,,,,,,,,,,
Jacob Murphy,Midfielder,36,4,0.11,0,4,0,0,0,29,10,34%,2,1,2,383,10.64,3,53,21%,6,10,0,0,8,2,15,47%,8,7,2,1,69,47,75,15,3,11,0,,,,,,,,,,,,,
Eldin Jakupovic,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Reece James,Defender,16,1,,0,1,0,,,,,,1,,1,852,53.25,3,91,20%,0,39,4,0,9,4,31,65%,6,12,20,11,89,94,53,22,23,16,0,,,,,,,,,2,17,0,0,0
Vitaly Janelt,Midfielder,35,3,0.09,1,0,2,0,0,14,5,36%,0,0,1,977,27.91,2,22,36%,3,67,3,0,22,2,54,50%,3,29,23,12,159,116,95,9,33,23,0,,,,,,,,,,,,,
Pontus Jansson,Defender,12,1,,1,0,0,,,,,,0,,0,315,26.25,0,0,0%,1,14,0,0,2,1,5,60%,0,9,38,20,25,32,17,2,24,12,0,,,,,,,,,1,14,0,0,0
Vítezslav Jaros,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Julian Jeanvier,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Jack Jenkins,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Teddy Jenks,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Mathias Jensen,Midfielder,37,5,0.14,1,3,1,0,0,23,7,30%,1,0,6,"1,217",32.89,4,158,34%,5,111,5,0,32,1,71,51%,5,32,23,4,175,132,172,25,11,17,0,,,,,,,,,,,,,
Jeong Sang-Bin,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Raúl Jiménez,Forward,15,0,0.00,0,0,0,0,0,20,9,45%,0,4,1,189,12.60,4,5,,,,0,0,14,9,9,,3,0,7,5,,,,,,,,,,,,,,,,,,,,
João Cancelo,Defender,17,2,,0,1,1,,,,,,0,,1,"1,095",64.41,0,45,27%,2,38,3,1,13,4,29,72%,11,19,6,4,80,105,67,31,27,11,1,,,,,,,,,4,15,0,0,1
João Félix,Forward,16,4,0.25,0,3,1,0,0,46,16,35%,2,5,0,329,20.56,1,19,,,,1,1,15,7,14,,18,1,1,0,,,,,,,,,,,,,,,,,,,,
João Gomes,Midfielder,11,1,0.09,0,1,0,0,0,4,2,50%,0,0,0,312,28.36,0,8,13%,0,10,5,0,17,0,29,45%,2,4,11,4,59,60,43,8,7,4,0,,,,,,,,,,,,,
João Moutinho,Midfielder,31,0,0.00,0,0,0,0,0,16,3,19%,0,0,2,990,31.94,3,59,31%,7,50,3,0,31,1,51,59%,6,18,18,7,106,82,92,8,8,23,0,,,,,,,,,,,,,
João Palhinha,Midfielder,35,3,0.09,2,1,0,0,0,39,9,23%,0,1,0,"1,267",36.20,0,3,0%,0,88,14,0,48,1,148,56%,12,46,59,31,212,283,193,14,72,40,0,,,,,,,,,,,,,
João Virgínia,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Joelinton,Forward,32,6,0.19,2,1,3,0,0,51,20,39%,4,4,1,"1,230",38.44,4,16,,,,12,0,65,1,70,,13,48,38,21,,,,,,,,,,,,,,,,,,,,
Kyle John,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Brennan Johnson,Forward,38,8,0.21,0,6,2,1,0,55,27,49%,2,7,3,439,11.55,4,59,,,,6,0,37,18,34,,9,5,4,2,,,,,,,,,,,,,,,,,,,,
Sam Johnstone,Goalkeeper,9,0,,,,,,,,,,,,0,238,26.44,,,,,40,1,0,1,,,,,,,,,,,,,,0,26,0,7,2,1,5,41,46,3,10,0,,
Curtis Jones,Midfielder,18,3,0.17,0,1,2,0,0,15,5,33%,0,0,1,658,36.56,1,9,22%,5,15,2,0,13,2,34,50%,9,3,9,5,56,64,74,11,3,6,0,,,,,,,,,,,,,
Jonny,Defender,18,1,,0,1,0,,,,,,0,,0,692,38.44,1,18,22%,3,27,3,1,13,1,33,45%,3,14,25,15,91,81,77,14,15,16,1,,,,,,,,,4,20,0,0,0
Jorginho,Midfielder,32,2,0.06,0,2,0,2,0,11,3,27%,1,0,1,"1,610",50.31,0,4,0%,7,64,4,0,18,0,60,60%,4,30,14,8,188,127,104,8,18,19,0,,,,,,,,,,,,,
José Sá,Goalkeeper,36,0,,,,,,,,,,,,0,"1,013",28.14,,,,,134,2,0,1,,,,,,,,,,,,,,2,108,2,8,39,5,15,182,260,11,55,0,,
Mateo Joseph,Forward,3,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,3,1.00,0,0,,,,0,0,0,0,0,,0,0,1,0,,,,,,,,,,,,,,,,,,,,
Marc Jurado,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
James Justin,Defender,14,0,,0,0,0,,,,,,0,,0,682,48.71,0,21,33%,0,27,0,0,8,2,20,90%,2,15,36,22,64,76,66,4,23,32,0,,,,,,,,,4,25,0,0,1
Issa Kaboré,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Sasa Kalajdzic,Forward,1,0,0.00,0,0,0,0,0,1,0,0%,0,1,0,4,4.00,0,0,,,,0,0,0,0,0,,0,1,0,0,,,,,,,,,,,,,,,,,,,,
Boubacar Kamara,Midfielder,24,0,0.00,0,0,0,0,0,4,1,25%,0,0,1,940,39.17,1,1,0%,2,48,4,0,34,0,58,43%,0,19,23,11,126,127,104,16,22,17,2,,,,,,,,,,,,,
Harry Kane,Forward,38,30,0.79,10,17,2,5,1,130,63,48%,2,12,3,851,22.39,14,37,,,,6,0,31,16,15,,30,2,18,16,,,,,,,,,,,,,,,,,,,,
N'Golo Kanté,Midfielder,7,0,0.00,0,0,0,0,0,8,1,13%,0,0,1,325,46.43,4,11,27%,2,10,1,0,5,1,16,63%,3,6,2,0,55,32,22,12,2,4,0,,,,,,,,,,,,,
Michal Karbownik,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Loris Karius,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Jadel Katongo,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Hayao Kawabe,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kayky,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Moise Kean,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Michael Keane,Defender,12,1,,0,1,0,,,,,,0,,2,428,35.67,2,4,25%,0,26,0,0,7,0,7,57%,2,14,55,35,62,82,46,4,67,33,0,,,,,,,,,2,22,0,0,1
Neeskens Kebano,Midfielder,17,0,0.00,0,0,0,0,0,9,2,22%,1,1,3,188,11.06,2,24,21%,0,1,0,0,8,2,17,53%,1,1,4,2,47,46,53,11,2,12,0,,,,,,,,,,,,,
Josh Keeley,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Thilo Kehrer,Defender,27,0,,0,0,0,,,,,,0,,2,994,36.81,2,23,17%,1,45,4,0,31,0,43,56%,3,34,73,44,117,99,97,8,36,33,1,,,,,,,,,5,34,1,0,1
Naby Keïta,Midfielder,8,0,0.00,0,0,0,0,0,10,0,0%,0,0,0,164,20.50,0,2,0%,0,3,1,0,12,0,5,80%,6,2,3,1,29,13,29,3,3,7,0,,,,,,,,,,,,,
Caoimhín Kelleher,Goalkeeper,1,0,,,,,,,,,,,,0,17,17.00,,,,,3,0,0,0,,,,,,,,,,,,,,0,6,0,0,0,1,0,7,2,0,4,0,,
Lloyd Kelly,Defender,23,0,,0,0,0,,,,,,0,,2,"1,037",45.09,0,14,21%,2,61,3,0,17,0,33,55%,2,27,99,40,131,75,51,1,36,20,0,,,,,,,,,5,38,0,0,1
Kenedy,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nohan Kenneh,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jonjoe Kenny,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Kepa,Goalkeeper,29,0,,,,,,,,,,,,0,895,30.86,,,,,119,1,0,0,,,,,,,,,,,,,,0,91,0,15,13,1,19,151,182,9,33,0,,
Kaine Kesler-Hayden,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Reda Khadra,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kiko Casilla,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Gavin Kilkenny,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maximilian Kilman,Defender,37,0,,0,0,0,,,,,,1,,0,"2,092",56.54,0,5,40%,0,127,3,0,18,0,36,56%,1,19,163,101,219,153,89,19,86,42,1,,,,,,,,,11,56,0,0,3
Max Kinsey,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
