Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Joe Willock,Midfielder,35,0.0,51.0,59%,0.0,21.0,25.0,15.0,5.0,0.0,136.0,127.0,154.0,37.0,16.0,16.0,6,888,25.37,0.0,51.0,25%,4.0,35.0,1,0,35,3,1.0,2.0,0.0,0.0,0.09,0.0,58.0,17.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2022/23,Hamstring injury,18-May-23,5-Jun-23
James Garner,Midfielder,16,0.0,16.0,81%,0.0,3.0,12.0,13.0,4.0,0.0,68.0,45.0,44.0,7.0,12.0,11.0,1,298,18.63,0.0,37.0,14%,0.0,9.0,3,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2022/23,back injury,12-Nov-22,9-Feb-23
Allan Saint-Maximin,Forward,25,0.0,16.0,0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,417,16.68,0.0,21.0,0,0.0,0.0,0,0,10,3,0.0,2.0,1.0,0.0,0.12,0.0,30.0,13.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Ankle injury,21-Sep-20,1-Oct-20
Jonjo Shelvey,Midfielder,26,0.0,29.0,66%,0.0,15.0,23.0,35.0,20.0,0.0,139.0,67.0,78.0,15.0,17.0,13.0,2,"1,044",40.15,7.0,89.0,25%,5.0,143.0,3,0,19,6,1.0,4.0,1.0,2.0,0.23,0.0,45.0,14.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2019/20,Calf injury,9-Dec-19,20-Dec-19
Aaron Lennon,Midfielder,16,0.0,14.0,57%,0.0,0.0,8.0,3.0,0.0,0.0,24.0,26.0,29.0,3.0,2.0,9.0,0,118,7.38,0.0,8.0,13%,0.0,2.0,4,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2019/20,ill,22-Dec-19,10-Jan-20
Willian,Forward,25,0.0,13.0,0,0.0,7.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,677,27.08,0.0,104.0,0,0.0,0.0,0,0,5,1,0.0,1.0,0.0,2.0,0.04,0.0,20.0,3.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Ill,25-Dec-20,1-Jan-21
Frank Onyeka,Midfielder,21,0.0,19.0,74%,0.0,2.0,10.0,16.0,4.0,0.0,50.0,63.0,66.0,11.0,7.0,15.0,2,253,12.05,0.0,2.0,0%,0.0,7.0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Thigh problems,25-Mar-23,9-Apr-23
Bruno Guimarães,Midfielder,32,0.0,78.0,51%,0.0,7.0,36.0,19.0,7.0,0.0,233.0,225.0,169.0,45.0,19.0,13.0,5,"1,632",51.0,0.0,22.0,9%,25.0,101.0,7,0,45,4,1.0,3.0,0.0,2.0,0.13,0.0,28.0,8.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Hamstring injury,25-Aug-22,16-Sep-22
Nick Pope,Goalkeeper,37,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,658,17.78,0.0,0.0,0,0.0,139.0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,87.0,0.0,19.0,30.0,1.0,38.0,232.0,207.0,31.0,2022/23,Hand injury,23-May-23,20-Jun-23
Douglas Luiz,Midfielder,33,0.0,49.0,37%,0.0,6.0,43.0,41.0,22.0,0.0,208.0,162.0,164.0,23.0,43.0,42.0,2,"1,415",42.88,0.0,23.0,17%,0.0,108.0,8,1,59,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,Hamstring injury,25-Oct-20,25-Nov-20
Moise Kean,Forward,29,0.0,6.0,0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,125,4.31,5.0,12.0,0,0.0,0.0,1,0,27,2,0.0,2.0,0.0,0.0,0.07,0.0,30.0,13.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2019/20,knee injury,17-Jul-20,25-Jul-20
Ethan Pinnock,Defender,29,5.0,35.0,66%,0.0,3.0,43.0,167.0,80.0,0.0,131.0,165.0,73.0,6.0,114.0,51.0,0,"1,398",48.21,0.0,7.0,0%,0.0,71.0,1,0,4,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2023/24,Ankle injury,10-Feb-24,13-Apr-24
Allan Saint-Maximin,Forward,25,0.0,10.0,0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,405,16.2,0.0,32.0,0,0.0,0.0,1,0,6,1,0.0,1.0,0.0,1.0,0.04,0.0,28.0,13.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Muscle injury,14-Oct-22,26-Oct-22
Yerry Mina,Defender,24,5.0,21.0,67%,1.0,2.0,24.0,108.0,61.0,0.0,93.0,98.0,59.0,1.0,66.0,32.0,0,"1,257",52.38,0.0,0.0,0%,0.0,53.0,2,0,22,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2020/21,calf injury,18-Feb-21,12-Mar-21
Mathias Jensen,Midfielder,31,0.0,33.0,55%,0.0,5.0,22.0,11.0,3.0,0.0,100.0,61.0,100.0,15.0,7.0,16.0,1,706,22.77,0.0,79.0,39%,3.0,69.0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Leg injury,7-Jul-21,31-Aug-21
Matty Cash,Defender,26,3.0,55.0,58%,0.0,3.0,26.0,37.0,17.0,0.0,108.0,98.0,61.0,16.0,12.0,13.0,1,781,30.04,0.0,46.0,26%,2.0,39.0,4,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Tendon rupture,3-Sep-22,28-Sep-22
Dominic Calvert-Lewin,Forward,17,0.0,11.0,0,0.0,6.0,3.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,277,16.29,0.0,2.0,0,0.0,0.0,2,0,17,5,2.0,2.0,0.0,2.0,0.29,2.0,33.0,13.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,hamstring injury,12-Apr-22,30-Apr-22
Sven Botman,Defender,17,3.0,20.0,65%,2.0,2.0,9.0,58.0,24.0,1.0,70.0,56.0,35.0,0.0,34.0,17.0,2,"1,015",59.71,0.0,0.0,0%,0.0,44.0,2,0,9,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Ankle injury,27-Aug-23,15-Sep-23
André Gomes,Midfielder,19,0.0,22.0,68%,0.0,0.0,7.0,6.0,4.0,0.0,122.0,83.0,137.0,25.0,17.0,12.0,1,851,44.79,1.0,12.0,25%,3.0,85.0,6,0,38,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,ankle injury,4-Nov-19,21-Feb-20
Edinson Cavani,Forward,15,0.0,4.0,0,0.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,230,15.33,0.0,2.0,0,0.0,0.0,0,0,7,2,0.0,2.0,0.0,1.0,0.13,0.0,18.0,8.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2021/22,Groin problems,11-Feb-22,7-Mar-22
Boubacar Kamara,Midfielder,20,0.0,43.0,67%,0.0,1.0,21.0,15.0,7.0,0.0,97.0,105.0,108.0,14.0,20.0,25.0,1,"1,024",51.2,0.0,2.0,0%,6.0,41.0,7,1,35,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Knee injury,11-Feb-24,Present
Gylfi Sigurdsson,Midfielder,35,0.0,50.0,52%,0.0,20.0,37.0,15.0,3.0,0.0,147.0,103.0,147.0,16.0,14.0,24.0,3,"1,019",29.11,5.0,131.0,28%,3.0,47.0,3,0,34,2,0.0,2.0,0.0,1.0,0.06,1.0,46.0,14.0,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,groin injury,12-Jan-20,31-Jan-20
Fabian Schär,Defender,18,2.0,13.0,31%,0.0,3.0,27.0,51.0,25.0,0.0,87.0,51.0,70.0,7.0,16.0,25.0,0,581,32.28,0.0,6.0,0%,0.0,63.0,4,1,22,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Virus,29-Nov-20,25-Dec-20
Josh Dasilva,Midfielder,3,0.0,2.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,0.0,0.0,0,13,4.33,0.0,6.0,17%,0.0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Knee surgery,5-Feb-24,15-Mar-25
Jordan Pickford,Goalkeeper,31,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,998,32.19,0.0,0.0,0,0.0,263.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,23.0,13.0,2.0,10.0,151.0,198.0,26.0,2020/21,chest injury,28-Jan-21,18-Feb-21
Nathan Collins,Defender,32,7.0,38.0,53%,1.0,2.0,44.0,129.0,70.0,0.0,136.0,145.0,72.0,11.0,73.0,35.0,1,"1,468",45.88,0.0,4.0,25%,2.0,69.0,3,0,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,unknown injury,17-May-24,26-Jun-24
Fabian Delph,Midfielder,8,0.0,5.0,40%,0.0,0.0,4.0,7.0,0.0,0.0,22.0,19.0,8.0,7.0,0.0,0.0,0,217,27.13,0.0,7.0,0%,0.0,8.0,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2020/21,hamstring injury,6-Dec-20,3-Feb-21
Djibril Sidibé,Defender,25,4.0,83.0,53%,2.0,5.0,40.0,33.0,15.0,0.0,148.0,144.0,106.0,14.0,30.0,32.0,4,948,37.92,4.0,68.0,26%,5.0,54.0,3,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,foot injury,21-Jun-20,1-Jul-20
Harry Maguire,Defender,30,6.0,34.0,62%,2.0,4.0,32.0,100.0,57.0,0.0,148.0,132.0,67.0,4.0,75.0,28.0,0,"1,563",52.1,0.0,2.0,0%,0.0,120.0,7,1,21,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Calf injury,25-Sep-21,15-Oct-21
Paul Pogba,Midfielder,26,0.0,36.0,72%,0.0,9.0,26.0,37.0,24.0,0.0,148.0,173.0,167.0,44.0,55.0,33.0,3,"1,333",51.27,0.0,22.0,9%,4.0,97.0,3,0,41,3,0.0,2.0,1.0,0.0,0.12,0.0,31.0,11.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Ankle injury,16-Nov-20,3-Dec-20
Javier Manquillo,Defender,21,6.0,39.0,67%,0.0,1.0,18.0,48.0,20.0,0.0,83.0,79.0,61.0,13.0,16.0,16.0,1,475,22.62,0.0,45.0,11%,0.0,17.0,5,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Hamstring strain,2-Jan-20,28-Feb-20
Emil Krafth,Defender,17,2.0,18.0,67%,0.0,1.0,8.0,40.0,22.0,0.0,43.0,36.0,28.0,4.0,8.0,9.0,1,329,19.35,1.0,20.0,5%,0.0,10.0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2019/20,Ankle injury,21-Jan-20,20-Jun-20
Dwight Gayle,Forward,20,0.0,12.0,0,0.0,5.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,145,7.25,2.0,3.0,0,0.0,0.0,2,0,6,4,0.0,3.0,1.0,1.0,0.2,0.0,23.0,10.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,Calf injury,8-Aug-19,5-Oct-19
Lucas Digne,Defender,29,7.0,46.0,63%,0.0,7.0,37.0,62.0,36.0,1.0,160.0,129.0,121.0,11.0,49.0,36.0,4,"1,109",38.24,0.0,172.0,24%,1.0,23.0,6,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Hamstring injury,14-Mar-22,21-Mar-22
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Hamstring injury,18-Jan-22,31-Jan-22
Pablo Marí,Defender,10,4.0,15.0,60%,0.0,1.0,9.0,29.0,15.0,0.0,36.0,47.0,34.0,3.0,27.0,22.0,0,629,62.9,0.0,0.0,0%,0.0,18.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Ankle injury,15-Jun-20,3-Dec-20
Joelinton,Forward,20,0.0,39.0,0,0.0,4.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,616,30.8,0.0,2.0,0,0.0,0.0,6,0,28,2,0.0,2.0,0.0,1.0,0.1,0.0,19.0,9.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Hamstring injury,16-Dec-23,25-Dec-23
Lucas Digne,Defender,35,7.0,73.0,67%,0.0,15.0,42.0,93.0,47.0,0.0,182.0,237.0,167.0,23.0,114.0,53.0,7,"1,374",39.26,8.0,270.0,27%,2.0,64.0,6,0,43,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,calf injury,9-Feb-20,7-Mar-20
William Saliba,Defender,27,11.0,34.0,59%,0.0,0.0,19.0,82.0,42.0,0.0,206.0,109.0,71.0,9.0,53.0,43.0,1,"1,864",69.04,0.0,1.0,100%,0.0,64.0,4,0,19,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Back injury,16-Mar-23,1-Jul-23
Jonjo Shelvey,Midfielder,30,0.0,39.0,36%,0.0,14.0,36.0,40.0,18.0,0.0,181.0,96.0,91.0,20.0,28.0,23.0,3,"1,401",46.7,0.0,94.0,23%,1.0,173.0,7,0,31,1,0.0,1.0,0.0,1.0,0.03,0.0,42.0,9.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Groin injury,19-Oct-20,20-Nov-20
Maxwel Cornet,Forward,26,0.0,16.0,0,0.0,9.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,377,14.5,0.0,55.0,0,0.0,0.0,2,0,20,9,1.0,2.0,6.0,0.0,0.35,0.0,47.0,22.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,knee problems,22-Apr-22,5-May-22
Keane Lewis-Potter,Forward,10,0.0,1.0,0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76,7.6,0.0,8.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Knee injury,5-Mar-23,2-May-23
Giovani Lo Celso,Midfielder,9,0.0,8.0,50%,0.0,1.0,1.0,0.0,0.0,0.0,11.0,23.0,20.0,9.0,0.0,3.0,0,150,16.67,0.0,10.0,20%,0.0,6.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Knee injury,"Nov 18,2021","Dec 15,2021"
Ciaran Clark,Defender,22,3.0,24.0,58%,0.0,2.0,29.0,99.0,51.0,0.0,105.0,108.0,66.0,4.0,69.0,41.0,0,790,35.91,0.0,0.0,0%,0.0,39.0,3,0,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,Knock,4-Feb-21,14-Feb-21
Mohamed Elneny,Midfielder,5,0.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,2.0,0,60,12.0,0.0,0.0,0%,0.0,4.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Thigh problems,27-Aug-22,1-Nov-22
Josh Dasilva,Midfielder,3,0.0,2.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,0.0,0.0,0,13,4.33,0.0,6.0,17%,0.0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Hamstring injury,19-Aug-23,4-Jan-24
Allan,Midfielder,24,0.0,80.0,56%,0.0,1.0,19.0,23.0,8.0,0.0,187.0,145.0,151.0,31.0,5.0,11.0,0,"1,055",43.96,0.0,4.0,25%,1.0,57.0,6,0,37,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,muscle injury,17-Dec-20,13-Feb-21
Anthony Martial,Forward,32,0.0,15.0,0,0.0,21.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,712,22.25,8.0,11.0,0,0.0,0.0,1,0,28,17,2.0,12.0,3.0,2.0,0.53,0.0,80.0,40.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2019/20,Hamstring strain,25-Aug-19,20-Oct-19
DeAndre Yedlin,Defender,16,1.0,18.0,72%,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0,246,15.38,0.0,28.0,21%,0.0,13.0,3,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Hip injury,27-Nov-19,10-Dec-19
Chris Wood,Forward,32,0.0,7.0,0,0.0,8.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,460,14.38,1.0,8.0,0,0.0,0.0,1,0,34,14,5.0,4.0,5.0,0.0,0.44,1.0,65.0,31.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,hamstring injury,20-Oct-19,8-Nov-19
Bukayo Saka,Forward,35,0.0,66.0,0,0.0,44.0,15.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,"1,310",37.43,0.0,181.0,0,0.0,0.0,4,0,41,16,1.0,4.0,11.0,3.0,0.46,6.0,108.0,37.0,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Thigh problems,3-Oct-23,21-Oct-23
Phil Bardsley,Defender,21,9.0,49.0,73%,0.0,4.0,30.0,66.0,36.0,1.0,80.0,102.0,77.0,4.0,38.0,26.0,1,658,31.33,3.0,33.0,18%,3.0,49.0,6,0,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2019/20,back injury,20-Jan-20,1-Feb-20
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Head injury,20-Nov-21,7-Dec-21
Álex Moreno,Defender,21,2.0,18.0,67%,0.0,1.0,13.0,33.0,18.0,0.0,40.0,53.0,50.0,15.0,4.0,10.0,0,407,19.38,0.0,37.0,11%,0.0,13.0,2,0,11,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2023/24,minor knock,15-Apr-24,31-May-24
Ben Mee,Defender,32,13.0,41.0,54%,0.0,4.0,42.0,160.0,80.0,0.0,176.0,195.0,125.0,6.0,131.0,90.0,1,"1,257",39.28,3.0,3.0,33%,0.0,102.0,7,0,25,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,hamstring strain,3-Jul-20,5-Nov-20
Yerry Mina,Defender,13,2.0,12.0,83%,0.0,0.0,11.0,37.0,29.0,1.0,45.0,51.0,25.0,0.0,30.0,16.0,0,356,27.38,0.0,3.0,33%,0.0,22.0,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,hamstring injury,8-Feb-22,11-Apr-22
Bernard,Forward,27,0.0,32.0,0,0.0,5.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,540,20.0,3.0,36.0,0,0.0,0.0,2,0,19,3,0.0,3.0,0.0,1.0,0.11,0.0,12.0,5.0,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,knee injury,27-Oct-19,30-Nov-19
Dominic Calvert-Lewin,Forward,33,0.0,17.0,0,0.0,11.0,6.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,675,20.45,0.0,9.0,0,0.0,0.0,3,0,37,16,7.0,8.0,1.0,1.0,0.48,0.0,83.0,46.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,hamstring injury,11-Feb-21,19-Feb-21
Alex Iwobi,Forward,25,0.0,25.0,0,0.0,5.0,14.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,557,22.28,2.0,48.0,0,0.0,0.0,0,0,12,1,1.0,0.0,0.0,2.0,0.04,0.0,23.0,10.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2019/20,hamstring injury,23-Dec-19,27-Jan-20
Keane Lewis-Potter,Forward,10,0.0,1.0,0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76,7.6,0.0,8.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Fitness,11-Oct-22,31-Oct-22
Giovani Lo Celso,Midfielder,22,0.0,22.0,59%,0.0,4.0,5.0,2.0,1.0,0.0,46.0,57.0,32.0,8.0,1.0,5.0,2,483,21.95,0.0,13.0,38%,2.0,18.0,2,0,12,2,0.0,0.0,2.0,1.0,0.09,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2023/24,Knee injury,"May 15,2024","May 20,2024"
Kristoffer Ajer,Defender,28,2.0,38.0,55%,0.0,3.0,25.0,78.0,36.0,0.0,60.0,121.0,69.0,10.0,65.0,23.0,1,722,25.79,0.0,22.0,23%,1.0,31.0,5,0,25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Calf strain,6-Apr-24,20-Apr-24
Paul Pogba,Midfielder,26,0.0,36.0,72%,0.0,9.0,26.0,37.0,24.0,0.0,148.0,173.0,167.0,44.0,55.0,33.0,3,"1,333",51.27,0.0,22.0,9%,4.0,97.0,3,0,41,3,0.0,2.0,1.0,0.0,0.12,0.0,31.0,11.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Hamstring injury,4-Feb-21,18-Mar-21
Allan Saint-Maximin,Forward,25,0.0,10.0,0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,405,16.2,0.0,32.0,0,0.0,0.0,1,0,6,1,0.0,1.0,0.0,1.0,0.04,0.0,28.0,13.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Hamstring injury,6-Apr-23,5-May-23
Bryan Gil,Forward,9,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,6.22,0.0,6.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2021/22,Hamstring injury,"Oct 25,2021","Nov 18,2021"
