Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Max Aarons,Defender,34,4,69,64,69%,1,6,28,71,32,2,154,163,151,34,14,50,1,0,2,"1,097",32.26,2,50,18%,5,36,8,0,27,1,0,0,0,0,0,,,,,,,,,,,,,,,
Tammy Abraham,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Adam Armstrong,Forward,23,,,10,,,16,3,6,6,,,,,,,,,,2,303,13.17,1,18,,,,1,0,13,2,2,0,1,1,0,0.09,0,0,47,14,30%,4,,,,,,,,
Ché Adams,Forward,30,,,13,,,10,8,16,10,,,,,,,,,,3,461,15.37,6,8,,,,0,0,29,7,7,2,5,0,1,0.23,0,0,49,24,49%,9,,,,,,,,
Tayo Adaramola,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Adrián,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Sergio Agüero,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Derek Agyakwa,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ahmed El Mohamady,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Rayan Aït-Nouri,Defender,23,5,26,64,56%,0,2,22,30,18,0,128,143,115,42,17,13,0,0,2,754,32.78,3,96,25%,1,28,4,0,14,3,1,1,0,0,0,,,,,,,,,,,,,,,
Kristoffer Ajer,Defender,24,5,31,29,62%,0,5,26,71,32,1,109,107,63,13,49,31,0,0,3,723,30.13,4,17,18%,2,30,5,0,12,0,1,0,1,0,0,,,,,,,,,,,,,,,
Nathan Aké,Defender,14,5,3,16,56%,0,0,8,21,11,0,43,55,28,0,37,14,0,0,0,850,60.71,1,1,0%,1,14,0,0,9,0,2,1,0,1,1,,,,,,,,,,,,,,,
Marc Albrighton,Midfielder,17,,,31,61%,,1,14,14,5,,65,63,89,15,4,13,,0,2,427,25.12,2,78,21%,2,13,3,0,6,2,1,0,1,0,0,0.06,0,0,4,1,25%,1,,,,,,,,
Thiago Alcântara,Midfielder,25,,,48,60%,,14,26,12,8,,126,112,87,20,32,12,,0,4,"1,498",59.92,3,4,25%,4,99,2,0,19,0,1,0,0,1,0,0.04,0,0,25,6,24%,1,,,,,,,,
Toby Alderweireld,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ryan Alebiosu,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ajibola Alese,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Alex Telles,Defender,21,4,26,48,56%,0,3,26,43,25,0,99,99,82,12,30,24,0,0,4,935,44.52,2,127,24%,2,23,1,0,23,1,0,0,0,0,2,,,,,,,,,,,,,,,
Trent Alexander-Arnold,Defender,32,17,22,40,57%,2,15,43,33,14,1,235,81,97,19,15,13,0,0,12,"2,155",67.34,18,273,30%,17,203,2,0,12,11,2,0,2,0,0,,,,,,,,,,,,,,,
Ezgjan Alioski,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Alisson Becker,Goalkeeper,36,20,24,,,,,,,,,,,,,,,1,1,1,"1,177",32.69,,,,,152,0,0,0,,0,,,,,,,,,,,,76,0,19,22,3,30,211,172
Allan,Midfielder,28,,,74,59%,,3,23,36,15,,191,128,148,21,11,15,,1,2,958,34.21,0,10,30%,1,40,7,1,30,0,0,0,0,0,0,0.00,0,0,7,3,43%,0,,,,,,,,
Dele Alli,Midfielder,21,,,21,48%,,2,12,23,12,,64,72,105,17,16,19,,0,0,366,17.43,2,6,33%,4,10,4,0,21,4,1,0,1,0,0,0.05,1,0,7,3,43%,1,,,,,,,,
Miguel Almirón,Midfielder,30,,,47,62%,,15,20,10,2,,96,104,100,27,5,14,,0,0,485,16.17,1,22,18%,0,13,2,0,17,9,1,0,0,1,1,0.03,0,0,32,7,22%,0,,,,,,,,
Marcos Alonso,Defender,28,7,22,41,71%,0,19,43,50,28,0,139,124,117,15,40,29,0,0,4,"1,135",40.54,6,149,21%,2,42,8,0,25,3,4,0,0,4,0,,,,,,,,,,,,,,,
Jaime Alvarado,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Julián Álvarez,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
William Alves,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Steven Alzate,Midfielder,9,,,10,40%,,0,10,8,4,,39,24,22,6,4,8,,0,0,232,25.78,0,0,0%,1,12,0,0,6,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
Daniel Amartey,Defender,28,5,40,26,50%,1,0,21,91,51,1,145,73,63,6,33,37,0,0,0,"1,535",54.82,0,0,0%,0,51,4,0,14,1,0,0,0,0,0,,,,,,,,,,,,,,,
Ethan Ampadu,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Joseph Anang,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Joachim Andersen,Defender,34,11,37,30,77%,0,1,37,123,60,0,152,101,88,7,56,48,1,1,3,"2,334",68.65,2,8,25%,3,253,4,0,19,1,0,0,0,0,0,,,,,,,,,,,,,,,
Joe Anderson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Florin Andone,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
André Gomes,Midfielder,14,,,16,25%,,7,1,7,2,,53,44,79,12,8,9,,0,1,276,19.71,0,6,83%,0,13,3,0,24,0,0,0,0,0,0,0.00,0,0,14,4,29%,1,,,,,,,,
Andreas Pereira,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Vincent Angelini,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Angeliño,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tino Anjorin,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Michail Antonio,Forward,36,,,23,,,24,3,14,9,,,,,,,,,,8,615,17.08,7,63,,,,6,1,50,13,10,1,6,3,1,0.28,0,0,83,29,35%,10,,,,,,,,
Keenan Appiah-Forson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Billy Arce,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cameron Archer,Forward,3,,,0,,,1,0,0,0,,,,,,,,,,0,4,1.33,0,0,,,,0,0,3,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Alphonse Areola,Goalkeeper,1,0,1,,,,,,,,,,,,,,,0,0,0,37,37.00,,,,,10,0,0,0,,0,,,,,,,,,,,,2,0,0,1,0,0,3,14
Stuart Armstrong,Midfielder,25,,,27,70%,,12,8,13,9,,94,77,90,27,4,11,,0,0,698,27.92,0,35,29%,4,13,1,0,11,1,2,1,1,0,0,0.08,0,0,38,9,24%,2,,,,,,,,
Harrison Ashby,Defender,1,0,1,0,0%,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Yáser Asprilla,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ryan Astley,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Christian Atsu,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Pierre-Emerick Aubameyang,Forward,14,,,11,,,10,0,4,2,,,,,,,,,,1,194,13.86,0,11,,,,3,0,15,10,4,0,1,3,2,0.29,0,0,35,18,51%,6,,,,,,,,
Sèrge Aurier,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Brandon Austin,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Zach Awe,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Taiwo Awoniyi,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jordan Ayew,Forward,31,,,47,,,15,15,12,6,,,,,,,,,,3,669,21.58,4,74,,,,2,0,38,2,3,1,1,1,0,0.10,0,0,35,8,23%,4,,,,,,,,
Luke Ayling,Defender,26,2,66,74,57%,0,3,28,50,27,0,187,150,142,23,35,50,0,0,2,"1,418",54.54,4,31,13%,5,106,4,1,22,2,2,0,2,0,1,,,,,,,,,,,,,,,
Miguel Azeez,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
César Azpilicueta,Defender,27,5,23,51,55%,0,3,23,61,29,0,110,117,85,15,46,29,0,1,2,"1,605",59.44,2,47,13%,1,46,3,0,25,2,1,0,1,0,2,,,,,,,,,,,,,,,
Kwadwo Baah,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Abdul Baba,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Daniel Bachmann,Goalkeeper,12,0,28,,,,,,,,,,,,,,,0,0,0,315,26.25,,,,,79,0,0,1,,0,,,,,,,,,,,,47,0,3,7,2,6,47,87
Leon Bailey,Midfielder,18,,,17,65%,,7,1,2,1,,38,51,75,13,10,17,,0,2,188,10.44,1,33,12%,1,9,3,0,12,4,1,0,0,1,1,0.06,0,0,21,8,38%,0,,,,,,,,
Eric Bailly,Defender,4,0,4,5,80%,0,0,3,10,5,0,10,11,7,0,6,2,1,0,0,85,21.25,0,0,0%,0,3,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tiémoué Bakayoko,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lewis Baker,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James Balagizi,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fabián Balbuena,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ellery Balcombe,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Gareth Bale,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Folarin Balogun,Forward,2,,,1,,,0,0,1,1,,,,,,,,,,0,9,4.50,0,0,,,,0,0,0,1,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
Tudor Baluta,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Patrick Bamford,Forward,9,,,1,,,4,2,8,5,,,,,,,,,,2,104,11.56,2,3,,,,2,0,5,5,2,0,0,2,0,0.22,0,0,20,5,25%,2,,,,,,,,
Beni Baningime,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Scott Banks,Forward,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Shandon Baptiste,Midfielder,22,,,14,29%,,5,11,11,7,,62,51,54,19,7,18,,0,0,298,13.55,0,8,13%,0,9,0,1,6,1,1,0,0,1,0,0.05,0,0,12,4,33%,0,,,,,,,,
Daniel Barden,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Phil Bardsley,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ross Barkley,Midfielder,6,,,0,0%,,1,1,0,0,,17,17,13,7,6,2,,0,0,121,20.17,1,7,43%,1,4,0,0,2,0,1,1,0,0,0,0.17,0,0,9,4,44%,2,,,,,,,,
Ashley Barnes,Forward,23,,,11,,,2,2,5,5,,,,,,,,,,0,190,8.26,1,2,,,,4,0,21,9,1,0,1,0,2,0.04,1,0,16,6,38%,1,,,,,,,,
Mason Barrett,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Louie Barry,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lewis Bate,Midfielder,3,,,1,0%,,0,1,1,1,,8,3,19,1,0,2,,0,0,61,20.33,0,0,0%,0,3,0,0,3,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Michy Batshuayi,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Baxter,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Mads Bech,Defender,11,2,14,8,88%,0,2,6,24,7,0,41,21,14,0,9,4,0,0,0,431,39.18,0,10,30%,0,19,3,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
Owen Beck,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jan Bednarek,Defender,31,7,52,32,47%,0,4,72,139,79,1,177,139,85,1,91,39,1,0,0,"1,445",46.61,1,1,100%,0,87,10,0,30,1,4,2,1,1,0,,,,,,,,,,,,,,,
Asmir Begovic,Goalkeeper,3,1,8,,,,,,,,,,,,,,,0,0,0,80,26.67,,,,,20,0,0,0,,0,,,,,,,,,,,,11,0,3,2,1,1,5,31
Héctor Bellerín,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Benjamin Mendy,Defender,1,0,1,2,100%,0,0,0,0,0,0,5,4,10,2,0,3,0,0,0,77,77.00,1,9,11%,0,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Filip Benkovic,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
J'Neil Bennett,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Saïd Benrahma,Forward,32,,,28,,,21,9,7,2,,,,,,,,,,6,762,23.81,5,74,,,,0,0,9,9,8,1,7,0,2,0.25,0,0,63,22,35%,4,,,,,,,,
Josh Benson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Rodrigo Bentancur,Midfielder,17,,,36,50%,,4,20,32,17,,88,84,75,14,21,18,,0,4,"1,007",59.24,6,9,33%,5,38,5,0,22,0,0,0,0,0,0,0.00,0,0,14,2,14%,0,,,,,,,,
Christian Benteke,Forward,25,,,3,,,7,2,33,27,,,,,,,,,,1,298,11.92,2,0,,,,3,0,16,10,4,1,2,1,3,0.16,0,0,39,13,33%,8,,,,,,,,
Gaetano Berardi,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Lucas Bergström,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Steven Bergwijn,Forward,25,,,3,,,4,1,7,1,,,,,,,,,,1,165,6.60,1,8,,,,1,0,9,1,3,0,3,0,0,0.12,0,0,19,10,53%,3,,,,,,,,
Adrián Bernabé,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Bernard,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Bernardo,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Bernardo Silva,Midfielder,35,,,57,51%,,13,20,14,4,,156,150,140,53,7,15,,0,4,"1,888",53.94,8,58,14%,6,43,6,0,30,9,8,0,2,6,1,0.23,0,0,47,20,43%,5,,,,,,,,
Ryan Bertrand,Defender,4,0,7,8,63%,0,0,1,6,3,0,11,10,18,0,1,8,0,0,0,145,36.25,0,12,17%,0,3,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
Muhamed Besic,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Marcus Bettinelli,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Mads Bidstrup,Midfielder,4,,,1,0%,,0,1,2,1,,3,1,5,0,0,0,,0,0,13,3.25,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mika Biereth,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Bishop,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Yves Bissouma,Midfielder,26,,,76,64%,,5,50,47,28,,161,145,102,34,16,15,,0,2,"1,187",45.65,2,2,0%,3,44,10,0,30,0,1,0,1,0,1,0.04,0,0,21,5,24%,1,,,,,,,,
Harvey Blair,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Adrian Blake,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Malachi Boateng,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oscar Bobb,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lamare Bogarde,Midfielder,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mateusz Bogusz,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Bendegúz Bolla,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Luke Bolton,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Willy-Arnaud Boly,Defender,10,1,20,25,76%,0,0,14,35,18,0,62,50,40,3,20,20,0,0,0,556,55.60,0,0,0%,0,15,1,0,7,1,0,0,0,0,0,,,,,,,,,,,,,,,
Jamie Bowden,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jarrod Bowen,Forward,36,,,36,,,23,21,8,6,,,,,,,,,,10,714,19.83,9,141,,,,6,0,25,14,12,2,2,8,4,0.33,0,0,79,34,43%,13,,,,,,,,
Conor Bradley,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Robert Brady,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jarrad Branthwaite,Defender,6,0,14,4,25%,0,0,1,20,10,0,24,20,15,1,11,5,0,0,0,115,19.17,0,0,0%,0,5,0,1,3,0,1,0,1,0,0,,,,,,,,,,,,,,,
Sammy Braybrooke,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mungo Bridge,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Broadhead,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Armando Broja,Forward,32,,,12,,,9,3,11,6,,,,,,,,,,0,396,12.38,2,8,,,,2,0,29,13,6,0,6,0,2,0.19,0,0,45,21,47%,5,,,,,,,,
Josh Brownhill,Midfielder,35,,,73,51%,,10,68,40,17,,199,155,133,15,47,32,,0,3,"1,124",32.11,2,53,36%,1,60,10,0,39,0,2,0,1,1,0,0.06,0,0,29,9,31%,0,,,,,,,,
Bruno Fernandes,Midfielder,36,,,54,52%,,34,17,41,23,,180,146,194,26,19,30,,1,6,"1,901",52.81,15,148,26%,22,117,10,0,33,3,10,1,7,2,3,0.28,0,0,89,29,33%,7,,,,,,,,
